"PowerUsage","Day","Month","Year","DeviceID","Time"
0.378,1,1,2023,12,23
0.376,1,1,2023,13,23
0.378,1,1,2023,14,23
0.384,1,1,2023,15,23
0.494,1,1,2023,16,23
0.572,1,1,2023,17,23
0.556,1,1,2023,18,23
0.538,1,1,2023,19,23
0.464,1,1,2023,20,23
0.442,2,1,2023,1,0
0.37,2,1,2023,2,0
0.368,2,1,2023,3,0
0.37,2,1,2023,4,0
0.374,2,1,2023,5,0
0.37,2,1,2023,6,0
0.374,2,1,2023,7,0
0.372,2,1,2023,8,0
0.372,2,1,2023,9,0
0.468,2,1,2023,10,0
0.554,2,1,2023,11,0
0.626,2,1,2023,12,0
0.602,2,1,2023,13,0
0.55,2,1,2023,14,0
0.53,2,1,2023,15,0
0.45,2,1,2023,16,0
0.454,2,1,2023,17,0
0.452,2,1,2023,18,0
0.448,2,1,2023,19,0
0.448,2,1,2023,20,0
0.378,2,1,2023,1,1
0.378,2,1,2023,2,1
0.374,2,1,2023,3,1
0.532,2,1,2023,4,1
0.558,2,1,2023,5,1
0.55,2,1,2023,6,1
0.472,2,1,2023,7,1
0.474,2,1,2023,8,1
0.44,2,1,2023,9,1
0.372,2,1,2023,10,1
0.374,2,1,2023,11,1
0.376,2,1,2023,12,1
0.376,2,1,2023,13,1
0.372,2,1,2023,14,1
0.378,2,1,2023,15,1
0.376,2,1,2023,16,1
0.376,2,1,2023,17,1
0.506,2,1,2023,18,1
0.554,2,1,2023,19,1
0.532,2,1,2023,20,1
0.47,2,1,2023,1,2
0.478,2,1,2023,2,2
0.458,2,1,2023,3,2
0.382,2,1,2023,4,2
0.382,2,1,2023,5,2
0.384,2,1,2023,6,2
0.386,2,1,2023,7,2
0.384,2,1,2023,8,2
0.382,2,1,2023,9,2
0.386,2,1,2023,10,2
0.412,2,1,2023,11,2
0.482,2,1,2023,12,2
0.562,2,1,2023,13,2
0.488,2,1,2023,14,2
0.482,2,1,2023,15,2
0.478,2,1,2023,16,2
0.464,2,1,2023,17,2
0.386,2,1,2023,18,2
0.384,2,1,2023,19,2
0.384,2,1,2023,20,2
0.47,2,1,2023,1,3
0.468,2,1,2023,2,3
0.468,2,1,2023,3,3
0.468,2,1,2023,4,3
0.556,2,1,2023,5,3
0.538,2,1,2023,6,3
0.638,2,1,2023,7,3
0.56,2,1,2023,8,3
0.554,2,1,2023,9,3
0.48,2,1,2023,10,3
0.478,2,1,2023,11,3
0.378,2,1,2023,12,3
0.38,2,1,2023,13,3
0.382,2,1,2023,14,3
0.39,2,1,2023,15,3
0.388,2,1,2023,16,3
0.386,2,1,2023,17,3
0.384,2,1,2023,18,3
0.454,2,1,2023,19,3
0.456,2,1,2023,20,3
0.562,2,1,2023,1,4
0.49,2,1,2023,2,4
0.484,2,1,2023,3,4
0.482,2,1,2023,4,4
0.474,2,1,2023,5,4
0.376,2,1,2023,6,4
0.378,2,1,2023,7,4
0.382,2,1,2023,8,4
0.38,2,1,2023,9,4
1.534,2,1,2023,10,4
1.472,2,1,2023,11,4
1.458,2,1,2023,12,4
1.54,2,1,2023,13,4
1.54,2,1,2023,14,4
1.632,2,1,2023,15,4
1.556,2,1,2023,16,4
1.574,2,1,2023,17,4
1.574,2,1,2023,18,4
1.562,2,1,2023,19,4
1.456,2,1,2023,20,4
1.448,2,1,2023,1,5
1.444,2,1,2023,2,5
1.438,2,1,2023,3,5
1.46,2,1,2023,4,5
1.45,2,1,2023,5,5
0.372,2,1,2023,6,5
0.456,2,1,2023,7,5
0.444,2,1,2023,8,5
0.548,2,1,2023,9,5
0.472,2,1,2023,10,5
0.554,2,1,2023,11,5
0.554,2,1,2023,12,5
0.546,2,1,2023,13,5
0.456,2,1,2023,14,5
0.458,2,1,2023,15,5
0.454,2,1,2023,16,5
0.452,2,1,2023,17,5
0.46,2,1,2023,18,5
0.448,2,1,2023,19,5
0.384,2,1,2023,20,5
0.424,2,1,2023,1,6
0.46,2,1,2023,2,6
0.576,2,1,2023,3,6
0.492,2,1,2023,4,6
0.482,2,1,2023,5,6
0.48,2,1,2023,6,6
0.476,2,1,2023,7,6
0.38,2,1,2023,8,6
0.382,2,1,2023,9,6
0.382,2,1,2023,10,6
0.384,2,1,2023,11,6
0.38,2,1,2023,12,6
0.378,2,1,2023,13,6
0.38,2,1,2023,14,6
0.374,2,1,2023,15,6
0.448,2,1,2023,16,6
0.566,2,1,2023,17,6
0.556,2,1,2023,18,6
0.484,2,1,2023,19,6
0.478,2,1,2023,20,6
0.47,2,1,2023,1,7
0.372,2,1,2023,2,7
0.374,2,1,2023,3,7
0.37,2,1,2023,4,7
0.374,2,1,2023,5,7
0.364,2,1,2023,6,7
0.372,2,1,2023,7,7
0.366,2,1,2023,8,7
0.374,2,1,2023,9,7
0.44,2,1,2023,10,7
0.562,2,1,2023,11,7
0.534,2,1,2023,12,7
0.468,2,1,2023,13,7
0.46,2,1,2023,14,7
0.464,2,1,2023,15,7
0.4,2,1,2023,16,7
0.362,2,1,2023,17,7
0.364,2,1,2023,18,7
0.368,2,1,2023,19,7
0.394,2,1,2023,20,7
0.45,2,1,2023,1,8
0.448,2,1,2023,2,8
0.446,2,1,2023,3,8
0.528,2,1,2023,4,8
0.59,2,1,2023,5,8
0.6,2,1,2023,6,8
0.536,2,1,2023,7,8
0.534,2,1,2023,8,8
0.52,2,1,2023,9,8
0.458,2,1,2023,10,8
0.366,2,1,2023,11,8
0.37,2,1,2023,12,8
0.368,2,1,2023,13,8
0.366,2,1,2023,14,8
0.366,2,1,2023,15,8
0.366,2,1,2023,16,8
0.374,2,1,2023,17,8
0.448,2,1,2023,18,8
0.482,2,1,2023,19,8
0.512,2,1,2023,20,8
0.464,2,1,2023,1,9
0.47,2,1,2023,2,9
0.462,2,1,2023,3,9
0.458,2,1,2023,4,9
0.36,2,1,2023,5,9
0.364,2,1,2023,6,9
0.368,2,1,2023,7,9
0.37,2,1,2023,8,9
0.368,2,1,2023,9,9
0.366,2,1,2023,10,9
0.438,2,1,2023,11,9
0.446,2,1,2023,12,9
0.464,2,1,2023,13,9
0.464,2,1,2023,14,9
0.462,2,1,2023,15,9
0.458,2,1,2023,16,9
0.46,2,1,2023,17,9
0.46,2,1,2023,18,9
0.362,2,1,2023,19,9
0.358,2,1,2023,20,9
0.358,2,1,2023,1,10
0.364,2,1,2023,2,10
0.364,2,1,2023,3,10
0.432,2,1,2023,4,10
0.428,2,1,2023,5,10
0.428,2,1,2023,6,10
0.422,2,1,2023,7,10
0.468,2,1,2023,8,10
0.466,2,1,2023,9,10
0.546,2,1,2023,10,10
0.538,2,1,2023,11,10
0.546,2,1,2023,12,10
0.452,2,1,2023,13,10
0.448,2,1,2023,14,10
0.44,2,1,2023,15,10
0.438,2,1,2023,16,10
0.444,2,1,2023,17,10
0.512,2,1,2023,18,10
0.434,2,1,2023,19,10
0.43,2,1,2023,20,10
0.462,2,1,2023,1,11
0.474,2,1,2023,2,11
0.464,2,1,2023,3,11
0.462,2,1,2023,4,11
0.46,2,1,2023,5,11
0.454,2,1,2023,6,11
0.36,2,1,2023,7,11
0.368,2,1,2023,8,11
0.37,2,1,2023,9,11
0.368,2,1,2023,10,11
0.448,2,1,2023,11,11
0.45,2,1,2023,12,11
0.442,2,1,2023,13,11
0.378,2,1,2023,14,11
0.476,2,1,2023,15,11
0.474,2,1,2023,16,11
0.48,2,1,2023,17,11
0.466,2,1,2023,18,11
0.466,2,1,2023,19,11
0.45,2,1,2023,20,11
0.374,2,1,2023,1,12
0.38,2,1,2023,2,12
0.374,2,1,2023,3,12
0.434,2,1,2023,4,12
0.448,2,1,2023,5,12
0.444,2,1,2023,6,12
0.376,2,1,2023,7,12
0.374,2,1,2023,8,12
0.494,2,1,2023,9,12
0.476,2,1,2023,10,12
0.466,2,1,2023,11,12
0.472,2,1,2023,12,12
0.47,2,1,2023,13,12
0.422,2,1,2023,14,12
0.372,2,1,2023,15,12
0.368,2,1,2023,16,12
0.374,2,1,2023,17,12
0.45,2,1,2023,18,12
0.45,2,1,2023,19,12
0.522,2,1,2023,20,12
0.45,2,1,2023,1,13
0.458,2,1,2023,2,13
0.566,2,1,2023,3,13
0.552,2,1,2023,4,13
0.542,2,1,2023,5,13
0.542,2,1,2023,6,13
0.544,2,1,2023,7,13
0.47,2,1,2023,8,13
0.374,2,1,2023,9,13
0.372,2,1,2023,10,13
0.46,2,1,2023,11,13
0.446,2,1,2023,12,13
0.436,2,1,2023,13,13
0.37,2,1,2023,14,13
0.372,2,1,2023,15,13
0.37,2,1,2023,16,13
0.478,2,1,2023,17,13
0.474,2,1,2023,18,13
0.472,2,1,2023,19,13
0.468,2,1,2023,20,13
0.466,2,1,2023,1,14
0.39,2,1,2023,2,14
0.372,2,1,2023,3,14
0.376,2,1,2023,4,14
0.458,2,1,2023,5,14
0.458,2,1,2023,6,14
0.418,2,1,2023,7,14
0.394,2,1,2023,8,14
0.4,2,1,2023,9,14
0.39,2,1,2023,10,14
0.502,2,1,2023,11,14
0.5,2,1,2023,12,14
0.492,2,1,2023,13,14
0.486,2,1,2023,14,14
0.476,2,1,2023,15,14
0.384,2,1,2023,16,14
0.388,2,1,2023,17,14
0.466,2,1,2023,18,14
0.464,2,1,2023,19,14
0.456,2,1,2023,20,14
0.37,2,1,2023,1,15
0.442,2,1,2023,2,15
1.5,2,1,2023,3,15
1.482,2,1,2023,4,15
1.59,2,1,2023,5,15
1.556,2,1,2023,6,15
1.564,2,1,2023,7,15
1.556,2,1,2023,8,15
1.57,2,1,2023,9,15
1.526,2,1,2023,10,15
1.598,2,1,2023,11,15
1.604,2,1,2023,12,15
1.598,2,1,2023,13,15
1.546,2,1,2023,14,15
1.52,2,1,2023,15,15
1.652,2,1,2023,16,15
1.828,2,1,2023,17,15
1.578,2,1,2023,18,15
1.494,2,1,2023,19,15
0.398,2,1,2023,20,15
0.392,2,1,2023,1,16
0.398,2,1,2023,2,16
0.396,2,1,2023,3,16
1.452,2,1,2023,4,16
1.47,2,1,2023,5,16
1.462,2,1,2023,6,16
1.398,2,1,2023,7,16
1.404,2,1,2023,8,16
1.394,2,1,2023,9,16
1.396,2,1,2023,10,16
1.39,2,1,2023,11,16
1.43,2,1,2023,12,16
1.492,2,1,2023,13,16
1.476,2,1,2023,14,16
1.478,2,1,2023,15,16
1.786,2,1,2023,16,16
1.782,2,1,2023,17,16
1.712,2,1,2023,18,16
2.16,2,1,2023,19,16
2.43,2,1,2023,20,16
2.678,2,1,2023,1,17
2.642,2,1,2023,2,17
2.63,2,1,2023,3,17
2.63,2,1,2023,4,17
1.582,2,1,2023,5,17
1.576,2,1,2023,6,17
2.518,2,1,2023,7,17
2.506,2,1,2023,8,17
2.202,2,1,2023,9,17
1.966,2,1,2023,10,17
2.496,2,1,2023,11,17
2.246,2,1,2023,12,17
1.874,2,1,2023,13,17
1.068,2,1,2023,14,17
1.466,2,1,2023,15,17
2.104,2,1,2023,16,17
2.104,2,1,2023,17,17
2.106,2,1,2023,18,17
2.092,2,1,2023,19,17
2.048,2,1,2023,20,17
2.204,2,1,2023,1,18
2.134,2,1,2023,2,18
2.144,2,1,2023,3,18
2.724,2,1,2023,4,18
3.002,2,1,2023,5,18
2.956,2,1,2023,6,18
2.082,2,1,2023,7,18
1.586,2,1,2023,8,18
1.552,2,1,2023,9,18
2.114,2,1,2023,10,18
1.996,2,1,2023,11,18
2.012,2,1,2023,12,18
1.728,2,1,2023,13,18
1.986,2,1,2023,14,18
1.816,2,1,2023,15,18
2.028,2,1,2023,16,18
1.78,2,1,2023,17,18
1.532,2,1,2023,18,18
1.412,2,1,2023,19,18
1.244,2,1,2023,20,18
1.236,2,1,2023,1,19
1.246,2,1,2023,2,19
1.248,2,1,2023,3,19
1.256,2,1,2023,4,19
1.252,2,1,2023,5,19
1.252,2,1,2023,6,19
1.252,2,1,2023,7,19
1.272,2,1,2023,8,19
1.352,2,1,2023,9,19
1.438,2,1,2023,10,19
1.43,2,1,2023,11,19
1.432,2,1,2023,12,19
1.358,2,1,2023,13,19
1.246,2,1,2023,14,19
1.254,2,1,2023,15,19
1.272,2,1,2023,16,19
1.866,2,1,2023,17,19
2.24,2,1,2023,18,19
2.456,2,1,2023,19,19
2.672,2,1,2023,20,19
2.682,2,1,2023,1,20
2.706,2,1,2023,2,20
2.728,2,1,2023,3,20
3.526,2,1,2023,4,20
2.534,2,1,2023,5,20
2.47,2,1,2023,6,20
2.432,2,1,2023,7,20
2.396,2,1,2023,8,20
2.396,2,1,2023,9,20
2.386,2,1,2023,10,20
2.458,2,1,2023,11,20
2.552,2,1,2023,12,20
2.434,2,1,2023,13,20
2.516,2,1,2023,14,20
2.538,2,1,2023,15,20
2.544,2,1,2023,16,20
2.512,2,1,2023,17,20
2.538,2,1,2023,18,20
2.736,2,1,2023,19,20
2.658,2,1,2023,20,20
2.634,2,1,2023,1,21
2.638,2,1,2023,2,21
2.668,2,1,2023,3,21
1.61,2,1,2023,4,21
1.604,2,1,2023,5,21
1.616,2,1,2023,6,21
1.904,2,1,2023,7,21
1.5,2,1,2023,8,21
1.508,2,1,2023,9,21
1.5,2,1,2023,10,21
1.32,2,1,2023,11,21
1.242,2,1,2023,12,21
1.166,2,1,2023,13,21
0.964,2,1,2023,14,21
0.428,2,1,2023,15,21
0.776,2,1,2023,16,21
0.614,2,1,2023,17,21
0.426,2,1,2023,18,21
0.426,2,1,2023,19,21
0.468,2,1,2023,20,21
0.498,2,1,2023,1,22
0.6,2,1,2023,2,22
0.564,2,1,2023,3,22
0.516,2,1,2023,4,22
0.516,2,1,2023,5,22
0.518,2,1,2023,6,22
0.426,2,1,2023,7,22
0.424,2,1,2023,8,22
0.428,2,1,2023,9,22
